,loss,accuracy,val_loss,val_accuracy
49,0.055310312658548355,0.9843452572822571,0.060523904860019684,0.9815475940704346
50,0.05145151540637016,0.9856845140457153,0.06029326841235161,0.9850000143051147
51,0.053954899311065674,0.9842261672019958,0.0686568170785904,0.9821428656578064
52,0.057009100914001465,0.9839285612106323,0.06586413830518723,0.9808333516120911
53,0.049769651144742966,0.9858928322792053,0.07407955080270767,0.9827380776405334
54,0.05276866629719734,0.9850297570228577,0.07245484739542007,0.9814285635948181
55,0.05778210982680321,0.9850000143051147,0.06299560517072678,0.9836905002593994
56,0.05128614231944084,0.9850893020629883,0.06446411460638046,0.982619047164917
57,0.05415574833750725,0.9851190447807312,0.06148746237158775,0.9825000166893005
58,0.05100177600979805,0.9852083325386047,0.05811296030879021,0.9839285612106323
59,0.0538499541580677,0.9846428632736206,0.06198737770318985,0.9820238351821899
60,0.05375000089406967,0.9844047427177429,0.05868925899267197,0.98416668176651
61,0.05378450080752373,0.9850893020629883,0.06446773558855057,0.9833333492279053
62,0.054749298840761185,0.985535740852356,0.06509441882371902,0.9820238351821899
63,0.05088238790631294,0.9863095283508301,0.06289734691381454,0.9805952310562134
64,0.055448949337005615,0.9843154549598694,0.05973882973194122,0.9833333492279053
65,0.0531744621694088,0.9844940304756165,0.06491459906101227,0.9813095331192017
66,0.05421029403805733,0.9857142567634583,0.06767653673887253,0.9828571677207947
67,0.049506157636642456,0.9859821200370789,0.06862309575080872,0.9825000166893005
68,0.04856669902801514,0.986547589302063,0.07310572266578674,0.9821428656578064
69,0.05179084464907646,0.9853571653366089,0.08064103126525879,0.9795238375663757
70,0.0541091151535511,0.9856845140457153,0.06875723600387573,0.9808333516120911
71,0.05328155681490898,0.9854761958122253,0.0705551877617836,0.983214259147644
72,0.047171805053949356,0.986547589302063,0.06418411433696747,0.9845238327980042
73,0.051152270287275314,0.9863690733909607,0.05530697852373123,0.9846428632736206
74,0.050815846771001816,0.986130952835083,0.06036868318915367,0.9821428656578064
75,0.053086958825588226,0.9846428632736206,0.060787614434957504,0.9834523797035217
76,0.04927508160471916,0.9866666793823242,0.0644887238740921,0.983214259147644
77,0.05483796074986458,0.9847916960716248,0.0642075464129448,0.9822618961334229
78,0.048855800181627274,0.9861012101173401,0.056886736303567886,0.9846428632736206
79,0.05024854093790054,0.9862797856330872,0.061964139342308044,0.9846428632736206
80,0.05393315479159355,0.9855059385299683,0.07159173488616943,0.9823809266090393
81,0.05243378132581711,0.9853571653366089,0.0662560760974884,0.9828571677207947
82,0.051482588052749634,0.9858928322792053,0.07033120840787888,0.9833333492279053
83,0.049704503268003464,0.9859523773193359,0.07923702150583267,0.9827380776405334
84,0.04820839315652847,0.9859821200370789,0.06069374457001686,0.9854761958122253
85,0.05509958788752556,0.9856547713279724,0.06320750713348389,0.9835714101791382
86,0.04836122319102287,0.9861904978752136,0.06337655335664749,0.9846428632736206
87,0.05453236401081085,0.9854464530944824,0.06631670892238617,0.9840475916862488
88,0.05041772872209549,0.9859821200370789,0.054972682148218155,0.9854761958122253
89,0.04750244319438934,0.9861904978752136,0.05755847319960594,0.9842857122421265
90,0.05178733915090561,0.985535740852356,0.07289610803127289,0.9829761981964111
91,0.053774889558553696,0.9856845140457153,0.05426063388586044,0.9854761958122253
92,0.0491928867995739,0.9860416650772095,0.07559903711080551,0.982619047164917
93,0.04907853528857231,0.9858630895614624,0.0585959292948246,0.9845238327980042
94,0.04734846577048302,0.9865773916244507,0.06419353932142258,0.9848809242248535
95,0.05230344459414482,0.985535740852356,0.06787346303462982,0.9838095307350159
96,0.04919943958520889,0.9862797856330872,0.07167526334524155,0.9842857122421265
97,0.048674535006284714,0.9865773916244507,0.07831878960132599,0.9808333516120911
98,0.05259677395224571,0.9860714077949524,0.062465522438287735,0.9835714101791382
